name,country_code,state_code,region,city,market_category,market,founded_at,funding_total_usd,funding_rounds,first_funding_at,last_funding_at,status,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Zenops,FRA,,Paris,Courbevoie,Entertainment & Media, Games ,2003-01-01,9330000.0,2.0,2005-01-01,2007-04-24,operating,,5240000.0,,,,,,,,,,,,,4090000.0,,,,,,
Zenoss,USA,TX,Austin,Austin,Software & SaaS, Enterprise Software ,2005-01-01,86432042.0,4.0,2006-08-11,2012-10-09,operating,,45632042.0,,,,,,,,,,,,4800000.0,11000000.0,25000000.0,,,,,
Zenovia Digital Exchange,USA,GA,Atlanta,Alpharetta,Advertising & Marketing, Advertising ,2012-01-06,11040000.0,2.0,2014-02-04,2014-06-15,operating,,6040000.0,,,,5000000.0,,,,,,,,,,,,,,,
ZenPayroll,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Software ,2011-01-01,46100000.0,3.0,2012-03-01,2014-02-19,operating,6100000.0,20000000.0,,,,,,,,,,,,20000000.0,,,,,,,
Zenph,USA,NC,Raleigh,Durham,E-Commerce & Retail, Curated Web ,2012-05-01,1065294.0,3.0,2012-06-30,2013-11-26,operating,,450000.0,,,,615294.0,,,,,,,,,,,,,,,
Zenph Sound Innovations,,,,,,,,21506952.0,2.0,2009-11-13,2011-03-15,closed,,10806952.0,,,,,,,,,,,,10700000.0,,,,,,,
Zenprise,USA,CA,SF Bay Area,Redwood City,Mobile, Mobile Devices ,2003-01-01,110130000.0,6.0,2005-06-06,2012-01-01,acquired,,64630000.0,,,,,,,,,,,,,11000000.0,4500000.0,,30000000.0,,,
ZenPurchase,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Enterprise Software ,,30000.0,1.0,2014-09-01,2014-09-01,operating,30000.0,,,,,,,,,,,,,,,,,,,,
Zenput,USA,CA,SF Bay Area,San Francisco,Mobile, Mobile ,2011-01-01,1667189.0,2.0,2013-01-15,2014-02-03,operating,,1497189.0,,,,170000.0,,,,,,,,,,,,,,,
Zenring,USA,CA,SF Bay Area,Palo Alto,Mobile, Mobile ,2008-03-19,500000.0,1.0,2008-05-01,2008-05-01,closed,,,,,,,500000.0,,,,,,,,,,,,,,
ZenRobotics,FIN,,Helsinki,Helsinki,Manufacturing & Logistics, Manufacturing ,2007-01-01,16970200.0,1.0,2012-09-18,2012-09-18,operating,,16970200.0,,,,,,,,,,,,,,,,,,,
ZenSoon,FRA,,Paris,Paris,,,2012-01-01,429564.0,1.0,2013-09-01,2013-09-01,operating,,,,,,,429564.0,,,,,,,,,,,,,,
ZenSuite,ITA,,Roncade,Roncade,Travel & Hospitality, Travel ,2014-01-20,74447.0,2.0,2013-10-01,2014-01-20,operating,74447.0,,,,,,,,,,,,,,,,,,,,
ZENT,USA,CA,SF Bay Area,Palo Alto,Biotechnology, Biotechnology ,2004-01-01,25000.0,1.0,2013-05-17,2013-05-17,operating,,25000.0,,,,,,,,,,,,,,,,,,,
Zentact,USA,CA,SF Bay Area,San Francisco,Social & Communication, Networking ,2008-09-01,250000.0,1.0,2008-09-01,2008-09-01,closed,250000.0,,,,,,,,,,,,,,,,,,,,
Zenter,,,,,E-Commerce & Retail, Curated Web ,,15000.0,1.0,2007-01-01,2007-01-01,acquired,15000.0,,,,,,,,,,,,,,,,,,,,
Zenti,USA,CA,SF Bay Area,Palo Alto,,,,1500000.0,1.0,2014-09-09,2014-09-09,operating,1500000.0,,,,,,,,,,,,,,,,,,,,
ZENTICKET,FRA,,Aix-en-provence,Aix-en-provence,Other, Ticketing ,2009-06-05,106327.0,1.0,2009-06-05,2009-06-05,operating,,,,,,,106327.0,,,,,,,,,,,,,,
Zentila,USA,FL,Orlando,Windermere,Software & SaaS, Enterprises ,2011-01-01,6400000.0,3.0,2011-01-01,2014-07-29,operating,,2100000.0,,,,700000.0,1500000.0,,,,,,,2100000.0,,,,,,,
Zentrick,USA,NY,New York City,Manhattan,Analytics & AI, Analytics ,2010-07-15,6388436.0,2.0,2012-01-01,2013-12-22,operating,388436.0,3000000.0,,,,,,,,,,,,3000000.0,,,,,,,
Zentyal,ESP,,Zaragoza,Zaragoza,Software & SaaS, Information Technology ,2008-01-01,2000000.0,1.0,2011-12-02,2011-12-02,operating,,1000000.0,,,,,,,,,,,,1000000.0,,,,,,,
Zenverge,USA,CA,SF Bay Area,Cupertino,Hardware & Semiconductors, Semiconductors ,2005-01-01,183502778.0,7.0,2007-02-05,2013-12-10,operating,,87248005.0,,,,9006768.0,,,,,,,,5050000.0,14999999.0,30000000.0,26198006.0,11000000.0,,,
Zenytime,,,,,Healthcare, Medical Devices ,2013-01-01,800000.0,1.0,2014-01-01,2014-01-01,operating,,,,,,,800000.0,,,,,,,,,,,,,,
Zeo,USA,MA,Boston,Newton,Analytics & AI, Analytics ,2003-12-01,47777000.0,6.0,2009-12-15,2012-05-03,closed,,20638500.0,,,,6500000.0,,,,,,,,,,20638500.0,,,,,
Zeomatrix,USA,ME,ME - Other,Orono,Biotechnology, Biotechnology ,,40000.0,1.0,2010-04-20,2010-04-20,operating,,40000.0,,,,,,,,,,,,,,,,,,,
ZeOmega,USA,TX,Dallas,Frisco,Biotechnology, Biotechnology ,2001-01-01,21500000.0,1.0,2013-09-04,2013-09-04,operating,,,,,,,,,21500000.0,,,,,,,,,,,,
zeotap,DEU,,Berlin,Berlin,Analytics & AI, Big Data ,2014-06-01,1300000.0,1.0,2014-11-25,2014-11-25,operating,1300000.0,,,,,,,,,,,,,,,,,,,,
Zep Solar,USA,CA,SF Bay Area,San Rafael,Clean Tech & Energy, Clean Technology ,2009-01-01,21142364.0,1.0,2013-11-20,2013-11-20,acquired,,10571182.0,,,,,,,,,,,,10571182.0,,,,,,,
Zephyr Health,USA,CA,SF Bay Area,San Francisco,Software & SaaS, Software ,2011-01-01,32000000.0,2.0,2013-01-01,2014-01-08,operating,,16000000.0,,,,,,,,,,,,1000000.0,15000000.0,,,,,,
Zephyr Solutions,,,,,Mobile, Mobile ,2012-12-01,225000.0,2.0,2012-12-01,2013-06-13,operating,225000.0,,,,,,,,,,,,,,,,,,,,
Zephyr Technology,USA,MD,Baltimore,Annapolis,Biotechnology, Biotechnology ,2003-01-01,24169930.0,3.0,2009-07-07,2013-05-08,operating,,13304965.0,,,,,,,,,,,,,2000000.0,8864965.0,,,,,
Zephyrus Biosciences,USA,CA,SF Bay Area,Berkeley,Healthcare, Health Care ,2013-01-01,1860000.0,2.0,2014-09-10,2014-09-10,operating,1500000.0,,,,,,,360000.0,,,,,,,,,,,,,
Zepo,IND,,Mumbai,Mumbai,E-Commerce & Retail, E-Commerce ,2011-06-01,190000.0,1.0,2014-09-01,2014-09-01,operating,190000.0,,,,,,,,,,,,,,,,,,,,
"Zepp Labs, Inc.",USA,CA,SF Bay Area,Los Gatos,Hardware & Semiconductors, Hardware + Software ,2011-01-01,30000000.0,1.0,2014-01-22,2014-01-22,operating,,15000000.0,,,,,,,,,,,,,15000000.0,,,,,,
Zeppelin,USA,CA,SF Bay Area,San Francisco,Finance & FinTech, Finance ,2011-09-29,118000.0,1.0,2012-08-01,2012-08-01,operating,118000.0,,,,,,,,,,,,,,,,,,,,
Zeptor,USA,CA,SF Bay Area,Menlo Park,Hardware & Semiconductors, Nanotechnology ,2009-01-01,8404899.0,2.0,2013-10-09,2014-09-25,operating,,5200000.0,,,,,,,3204899.0,,,,,,,,,,,,
"Zerg, Inc",,,,,,,2012-10-15,1050000.0,1.0,2014-07-07,2014-07-07,operating,1050000.0,,,,,,,,,,,,,,,,,,,,
ZergNet,USA,IN,Indianapolis,Indianapolis,Entertainment & Media, Content Discovery ,2012-01-01,6400000.0,1.0,2014-11-05,2014-11-05,operating,,3200000.0,,,,,,,,,,,,3200000.0,,,,,,,
Zerista,USA,CO,Denver,Denver,Mobile, Mobile ,2009-08-10,2324998.0,3.0,2010-04-21,2014-08-13,operating,2000000.0,324998.0,,,,,,,,,,,,,,,,,,,
Zero Carbon Food,GBR,,London,London,,,,959269.0,1.0,2014-01-01,2014-01-01,operating,959269.0,,,,,,,,,,,,,,,,,,,,
Zero Chroma LLC,USA,MD,Baltimore,Baltimore,Other, Small and Medium Businesses ,2009-09-01,1000000.0,1.0,2012-11-09,2012-11-09,operating,,1000000.0,,,,,,,,,,,,,,,,,,,
Zero Emission Energy Plants (ZEEP),USA,TX,Austin,Austin,Clean Tech & Energy, Clean Technology ,2008-01-01,5607576.0,1.0,2013-01-10,2013-01-10,operating,,2803788.0,,,,,,,,,,,,,,2803788.0,,,,,
Zero Gravity Solutions,USA,FL,Palm Beaches,Boca Raton,Biotechnology, Biotechnology ,2013-01-01,1700000.0,1.0,2014-07-18,2014-07-18,operating,,1700000.0,,,,,,,,,,,,,,,,,,,
Zero Locus,USA,WI,Milwaukee,Milwaukee,Software & SaaS, Software ,,20000.0,1.0,2013-01-04,2013-01-04,operating,20000.0,,,,,,,,,,,,,,,,,,,,
Zero Motorcycles,USA,CA,SF Bay Area,Scotts Valley,Manufacturing & Logistics, Automotive ,2006-01-01,71659956.0,11.0,2008-04-10,2014-10-10,operating,,63659978.0,,,,,,,,,,,,7999978.0,,,,,,,
Zero2IPO,CHN,,Beijing,Beijing,Finance & FinTech, Finance ,,60000000.0,1.0,2009-01-01,2009-01-01,operating,,60000000.0,,,,,,,,,,,,,,,,,,,
Zero9,ITA,,Milan,Milan,Other, MicroBlogging ,,44208000.0,1.0,2008-02-21,2008-02-21,closed,,44208000.0,,,,,,,,,,,,,,,,,,,
zerobound,,,,,Education, Education ,2012-01-01,25000.0,1.0,2013-12-01,2013-12-01,operating,,,,,,,25000.0,,,,,,,,,,,,,,
ZeroCater,,,,,Healthcare, Hospitality ,2009-01-01,1500000.0,1.0,2011-08-10,2011-08-10,operating,,1500000.0,,,,,,,,,,,,,,,,,,,
ZeroDesktop,USA,CA,SF Bay Area,San Mateo,Software & SaaS, Enterprise Software ,2011-02-10,2000000.0,1.0,2013-03-08,2013-03-08,operating,,1000000.0,,,,,,,,,,,,1000000.0,,,,,,,
ZeroFOX,USA,MD,Baltimore,Baltimore,Security, Security ,2013-01-01,24200000.0,2.0,2013-07-09,2014-04-29,operating,2200000.0,11000000.0,,,,,,,,,,,,11000000.0,,,,,,,
ZeroG Wireless,USA,CA,SF Bay Area,Sunnyvale,Hardware & Semiconductors, Hardware + Software ,,60000000.0,2.0,2007-06-06,2008-10-01,acquired,,30000000.0,,,,,,,,,,,,13000000.0,17000000.0,,,,,,
ZeroMail,AUS,,Sydney,Sydney,Software & SaaS, Information Technology ,2011-02-01,40000.0,2.0,2011-11-01,2014-06-01,operating,40000.0,,,,,,,,,,,,,,,,,,,,
ZeroNines Technology,USA,CO,Denver,Greenwood Village,Software & SaaS, Software ,2000-01-01,3486110.0,1.0,2008-03-16,2008-03-16,operating,,3486110.0,,,,,,,,,,,,,,,,,,,
ZeroPaper S/A,BRA,,Brasilia,Brasília,Other, Small and Medium Businesses ,2012-04-05,200000.0,2.0,2012-06-01,2013-05-01,operating,,,,,,,200000.0,,,,,,,,,,,,,,
ZeroPoint Clean Tech,USA,NY,NY - Other,Potsdam,Clean Tech & Energy, Clean Technology ,,1500000.0,1.0,2008-12-17,2008-12-17,operating,,1500000.0,,,,,,,,,,,,,,,,,,,
ZeroTurnaround,EST,,Tallinn,Tallinn,Software & SaaS, Software ,2007-09-07,6000000.0,3.0,2011-07-25,2014-03-04,operating,,3000000.0,,,,3000000.0,,,,,,,,,,,,,,,
ZeroVM,USA,TX,San Antonio,San Antonio,Other, IaaS ,2011-05-01,1538000.0,2.0,2013-01-14,2013-04-30,acquired,1538000.0,,,,,,,,,,,,,,,,,,,,
Zerply,USA,CA,SF Bay Area,Mountain View,Entertainment & Media, Creative ,2010-04-30,700000.0,3.0,2010-07-01,2012-05-01,operating,600000.0,100000.0,,,,,,,,,,,,,,,,,,,
Zertica Inc.,USA,CA,Los Angeles,Los Angeles,,,2012-01-01,40000.0,1.0,2013-07-01,2013-07-01,operating,40000.0,,,,,,,,,,,,,,,,,,,,
Zerto,USA,MA,Boston,Boston,Software & SaaS, Enterprise Software ,2009-01-01,114200000.0,5.0,2010-01-31,2014-06-18,operating,200000.0,60000000.0,,,,,,,,,,,,,15000000.0,13000000.0,26000000.0,,,,
Zervant,FIN,,Helsinki,Espoo,Finance & FinTech, Finance ,2010-01-22,2791160.0,3.0,2010-03-04,2013-06-01,operating,,,,,,,2791160.0,,,,,,,,,,,,,,
Zerve,USA,NY,New York City,New York,E-Commerce & Retail, E-Commerce ,,40482500.0,2.0,2009-08-13,2013-12-24,operating,482500.0,20000000.0,,,,,,,,,,,,20000000.0,,,,,,,
zerved,DNK,,Copenhagen,Copenhagen,Mobile, Mobile ,2012-01-01,61504.0,1.0,2013-03-17,2013-03-17,operating,,,,,,,61504.0,,,,,,,,,,,,,,
ZestFinance,USA,CA,Los Angeles,Los Angeles,Analytics & AI, Analytics ,2009-01-01,224000000.0,3.0,2011-07-21,2013-07-31,operating,,112000000.0,,,,,,,,,,,,19000000.0,73000000.0,20000000.0,,,,,
Zesty,GBR,,London,London,Healthcare, Health Care ,2013-05-01,2000000.0,3.0,2012-09-01,2014-04-10,operating,2000000.0,,,,,,,,,,,,,,,,,,,,
Zet Universe,USA,CA,SF Bay Area,Palo Alto,Software & SaaS, Software ,2010-10-01,12000.0,3.0,2010-10-01,2013-08-14,operating,12000.0,,,,,,,,,,,,,,,,,,,,
Zeta Interactive,USA,NY,New York City,New York,Advertising & Marketing, Advertising ,2007-01-01,80000000.0,1.0,2012-06-27,2012-06-27,operating,,,,,,,,,80000000.0,,,,,,,,,,,,
ZetaRx Biosciences,USA,WA,Seattle,Seattle,Biotechnology, Biotechnology ,2009-01-01,2750000.0,2.0,2010-12-22,2012-12-12,operating,,2750000.0,,,,,,,,,,,,,,,,,,,
Zetera,USA,CA,Anaheim,Irvine,Software & SaaS, Web Hosting ,,27000000.0,1.0,2005-05-10,2005-05-10,operating,,13500000.0,,,,,,,,,,,,13500000.0,,,,,,,
Zeto,IRL,,Cork,Cork,Clean Tech & Energy, Clean Technology IT ,2011-03-23,38817.0,1.0,2012-01-01,2012-01-01,operating,38817.0,,,,,,,,,,,,,,,,,,,,
ZetrOZ,USA,CT,Hartford,Trumbull,Biotechnology, Biotechnology ,2009-01-01,16949998.0,7.0,2010-05-14,2014-10-17,operating,,6519998.0,,,,5305000.0,,625000.0,,,,,,4500000.0,,,,,,,
Zetta.net,USA,CA,SF Bay Area,Sunnyvale,Software & SaaS, Enterprise Software ,2009-01-01,79400000.0,4.0,2008-08-29,2013-06-18,operating,,39700000.0,,,,,,,,,,,,31700000.0,8000000.0,,,,,,
ZettaCore,USA,CO,Denver,Englewood,Hardware & Semiconductors, Semiconductors ,1999-01-01,21000000.0,1.0,2009-05-11,2009-05-11,closed,,21000000.0,,,,,,,,,,,,,,,,,,,
Zettaset,USA,CA,SF Bay Area,Mountain View,Analytics & AI, Business Intelligence ,2009-01-01,26000000.0,2.0,2011-04-01,2012-11-01,,,13000000.0,,,,,,,,,,,,3000000.0,10000000.0,,,,,,
Zettics,USA,MA,Boston,Concord,Software & SaaS, Software ,2008-01-01,51656654.0,5.0,2009-06-30,2014-01-01,operating,,25828327.0,,,,,,,,,,,,2628328.0,7000000.0,8000000.0,8199999.0,,,,
ZEturf,MLT,,MLT - Other,,E-Commerce & Retail, Curated Web ,2001-01-01,11373300.0,1.0,2010-07-09,2010-07-09,operating,,11373300.0,,,,,,,,,,,,,,,,,,,
Zeugma Systems,CAN,ON,Toronto,Richmond Hill,Software & SaaS, Web Hosting ,2004-01-01,63000000.0,2.0,2007-12-01,2009-03-17,closed,,31500000.0,,,,,,,,,,,,,22500000.0,9000000.0,,,,,
Zeus,GBR,,London,Cambridge,Software & SaaS, Software ,1995-01-01,11536652.0,1.0,2005-03-08,2005-03-08,acquired,,5768326.0,,,,,,,,,,,,,,5768326.0,,,,,
ZeusControls,HKG,,Hong Kong,Hong Kong,,,,12500.0,1.0,2014-07-01,2014-07-01,operating,12500.0,,,,,,,,,,,,,,,,,,,,
Zeuss,USA,CA,SF Bay Area,San Francisco,Advertising & Marketing, Sales and Marketing ,2012-05-01,700000.0,2.0,2012-10-15,2013-08-19,operating,,,,,700000.0,,,,,,,,,,,,,,,,
Zevan Limited,,,,,Software & SaaS, Technology ,2012-01-01,25000.0,1.0,2014-04-15,2014-04-15,operating,,,,,,,25000.0,,,,,,,,,,,,,,
Zevez Corporation,USA,OR,"Portland, Oregon",Portland,Software & SaaS, Software ,2003-01-01,2328038.0,3.0,2009-12-14,2012-08-31,operating,1953038.0,150000.0,,,,225000.0,,,,,,,,,,,,,,,
Zevia,USA,CA,Los Angeles,Culver City,Healthcare, Hospitality ,2007-01-01,6710000.0,1.0,2010-10-08,2010-10-08,operating,,6710000.0,,,,,,,,,,,,,,,,,,,
Zextit,USA,CA,SF Bay Area,San Francisco,Social & Communication, Messaging ,2011-08-15,165000.0,1.0,2011-08-31,2011-08-31,operating,165000.0,,,,,,,,,,,,,,,,,,,,
Zhanzuo,CHN,,Beijing,Beijing,Social & Communication, Social Media ,,26000000.0,2.0,2006-07-01,2007-08-01,closed,,13000000.0,,,,,,,,,,,,5000000.0,8000000.0,,,,,,
Zhaogang,CHN,,Beijing,Beijing,E-Commerce & Retail, E-Commerce ,2012-01-01,74389006.0,3.0,2012-01-01,2013-12-01,operating,,37194503.0,,,,,,,,,,,,793650.0,1600853.0,34800000.0,,,,,
Zhaopin,CHN,,Beijing,Beijing,Software & SaaS, Internet ,1997-01-01,110000000.0,1.0,2008-07-13,2008-07-13,operating,,,,,,110000000.0,,,,,,,,,,,,,,,
Zhejiang Xianju Pharmaceutical,,,,,Healthcare, Pharmaceuticals ,1972-01-01,241669.0,1.0,2001-11-01,2001-11-01,operating,,,,241669.0,,,,,,,,,,,,,,,,,
Zheng Yi Wireless Science and Technology,CHN,,Beijing,Beijing,E-Commerce & Retail, E-Commerce ,,3259098.0,1.0,2014-03-01,2014-03-01,operating,,1629549.0,,,,,,,,,,,,1629549.0,,,,,,,
Zhengedai.com,CHN,,CHN - Other,,Finance & FinTech, Finance ,,814774.0,1.0,2014-03-01,2014-03-01,operating,,,,,,,814774.0,,,,,,,,,,,,,,
Zhenpu Education,CHN,,Beijing,Beijing,Mobile, Mobile ,2006-01-01,20000000.0,1.0,2014-03-04,2014-03-04,operating,,10000000.0,,,,,,,,,,,,10000000.0,,,,,,,
ZhenXin,TWN,,TWN - Other,,Healthcare, Health Care ,,11700.0,1.0,2013-08-29,2013-08-29,closed,11700.0,,,,,,,,,,,,,,,,,,,,
Zhihu,CHN,,Beijing,Beijing,Social & Communication, Social Media ,2011-01-26,16000000.0,2.0,2011-11-01,2014-06-16,operating,,8000000.0,,,,,,,,,,,,8000000.0,,,,,,,
Zhijiang Jonway Automobile,CHN,,Zhejiang,,Manufacturing & Logistics, Automotive ,,29030000.0,1.0,2010-07-08,2010-07-08,acquired,,29030000.0,,,,,,,,,,,,,,,,,,,
Zhilian Zhaopin,CHN,,Beijing,Beijing,Software & SaaS, Consulting ,,9000000.0,2.0,1999-01-01,2002-01-01,operating,,4500000.0,,,,,,,,,,,,,4500000.0,,,,,,
Zhima Tech,CHN,,Nanjing,Nanjing,Analytics & AI, Analytics ,2012-01-01,162954.0,1.0,2014-03-01,2014-03-01,operating,,,,,,,162954.0,,,,,,,,,,,,,,
Zhitu,CHN,,CHN - Other,,Entertainment & Media, Photography ,,401412.0,2.0,2013-01-01,2013-04-01,operating,,160685.0,,,,,80042.0,,,,,,,160685.0,,,,,,,
Zhongheedu,CHN,,Beijing,Beijing,Education, Education ,,72000000.0,2.0,2006-06-01,2008-02-01,operating,,36000000.0,,,,,,,,,,,,18000000.0,18000000.0,,,,,,
Zhongjia MRO,CHN,,Shanghai,Shanghai,Software & SaaS, Enterprise Software ,,2926828.0,1.0,2008-08-01,2008-08-01,operating,,1463414.0,,,,,,,,,,,,1463414.0,,,,,,,
Zhongli Technology Group,CHN,,CHN - Other,Changshu,Software & SaaS, Technology ,,13856209.0,1.0,2007-06-01,2007-06-01,operating,,13856209.0,,,,,,,,,,,,,,,,,,,
ZhongSou,CHN,,Beijing,Beijing,Other, Search ,,2000000.0,2.0,2004-03-01,2005-08-01,operating,,,,2000000.0,,,,,,,,,,,,,,,,,
Zhongyou Group,,,,,Mobile, Mobile ,2004-01-01,4500000.0,1.0,2004-01-01,2004-01-01,operating,,4500000.0,,,,,,,,,,,,,,,,,,,
Zhou Heiya,CHN,,Wuhan,Wuhan,E-Commerce & Retail, E-Commerce ,1997-01-01,64584574.0,2.0,2010-11-01,2012-07-01,operating,,32292287.0,,,,,,,,,,,,8682634.0,23609653.0,,,,,,
zhouwu,CHN,,Shanghai,Shanghai,E-Commerce & Retail, E-Commerce ,2012-01-01,483664.0,2.0,2012-03-01,2013-07-01,operating,,162425.0,,,,,158814.0,,,,,,,162425.0,,,,,,,
Zhuhai OmeSoft,,,,,Healthcare, Hospitality ,,304259.0,1.0,2011-03-01,2011-03-01,operating,,,,,,,304259.0,,,,,,,,,,,,,,
Zhui Xin,CHN,,CHN - Other,,Software & SaaS, Software ,,3247280.0,1.0,2013-04-01,2013-04-01,operating,,1623640.0,,,,,,,,,,,,,1623640.0,,,,,,
Ziarco,USA,CA,SF Bay Area,Palo Alto,Biotechnology, Biotechnology ,2012-01-01,81203664.0,2.0,2012-10-30,2014-11-10,operating,,40601832.0,,,,,,,,,,,,7601832.0,33000000.0,,,,,,
Ziarco Pharma,GBR,,Kent,Kent,Biotechnology, Biotechnology ,,14885317.0,2.0,2012-11-05,2014-06-17,operating,,6000000.0,,,,,,2885317.0,,,,,,6000000.0,,,,,,,
Zibby,USA,NY,New York City,New York,E-Commerce & Retail, E-Commerce ,2012-01-01,40000.0,1.0,2013-01-07,2013-01-07,operating,40000.0,,,,,,,,,,,,,,,,,,,,
Zidoff eCommerce,NGA,,NGA - Other,Wuse,E-Commerce & Retail, Marketplaces ,2013-07-11,300000.0,1.0,2013-07-11,2013-07-11,operating,300000.0,,,,,,,,,,,,,,,,,,,,
Ziebel,,,,,Clean Tech & Energy, Clean Technology ,,10000000.0,1.0,2014-01-20,2014-01-20,operating,,10000000.0,,,,,,,,,,,,,,,,,,,
Ziegler,USA,IL,Chicago,Chicago,Finance & FinTech, Financial Services ,1902-01-01,21675000.0,2.0,2014-05-30,2014-10-08,operating,,3100000.0,,,,,,,,18575000.0,,,,,,,,,,,
Zientia,ESP,,Valencia,Valencia,Education, Education ,2013-01-01,265064.0,1.0,2013-06-11,2013-06-11,operating,,,,265064.0,,,,,,,,,,,,,,,,,
Ziffi,IND,,Hyderabad,Hyderabad,Healthcare, Healthcare Services ,,4800000.0,1.0,2014-09-29,2014-09-29,operating,,2400000.0,,,,,,,,,,,,2400000.0,,,,,,,
Zift Solutions,USA,NC,Raleigh,Durham,Software & SaaS, SaaS ,2006-01-01,6879593.0,4.0,2010-08-31,2014-11-05,operating,,6879593.0,,,,,,,,,,,,,,,,,,,
Ziften Technologies,USA,TX,Austin,Austin,Software & SaaS, Enterprise Software ,2009-01-01,22600000.0,2.0,2011-07-14,2012-05-08,operating,,11300000.0,,,,,,,,,,,,5800000.0,5500000.0,,,,,,
Ziftit,USA,CA,San Diego,San Diego,Other, Gift Registries ,2011-02-01,4000000.0,1.0,2013-07-09,2013-07-09,,,4000000.0,,,,,,,,,,,,,,,,,,,
Zify,IND,,Hyderabad,Hyderabad,Social & Communication, Social Network Media ,2014-03-10,16600.0,1.0,2014-05-14,2014-05-14,operating,16600.0,,,,,,,,,,,,,,,,,,,,
Zigabid,USA,CA,Los Angeles,La Canada Flintridge,Other, Concerts ,2006-12-01,1000000.0,2.0,2006-12-01,2008-02-01,operating,500000.0,,,,,,500000.0,,,,,,,,,,,,,,
ZigaVite,USA,IL,Chicago,Hoffman Estates,Software & SaaS, Information Services ,2013-06-05,45000.0,1.0,2014-06-17,2014-06-17,operating,,,45000.0,,,,,,,,,,,,,,,,,,
Zighra,CAN,ON,Ottawa,Ottawa,Other, Crowdsourcing ,2009-01-01,980392.0,1.0,2013-04-01,2013-04-01,operating,980392.0,,,,,,,,,,,,,,,,,,,,
Zigmo,USA,VA,Richmond,Richmond,E-Commerce & Retail, Curated Web ,2008-01-01,5000000.0,2.0,2009-12-02,2011-05-09,operating,,5000000.0,,,,,,,,,,,,,,,,,,,
Zignal Labs,USA,CA,SF Bay Area,San Francisco,Other, Real Time ,2011-07-01,29800000.0,3.0,2012-01-08,2014-10-23,operating,,14900000.0,,,,,,,,,,,,4200000.0,10700000.0,,,,,,
Zignals,IRL,,Dublin,Dublin,Finance & FinTech, Finance ,2007-01-01,7380500.0,1.0,2007-12-01,2007-12-01,operating,,3690250.0,,,,,,,,,,,,3690250.0,,,,,,,
Zigswitch,USA,MA,Boston,Cambridge,Clean Tech & Energy, Clean Technology ,2009-06-18,50000.0,1.0,2010-12-01,2010-12-01,closed,50000.0,,,,,,,,,,,,,,,,,,,,
ZIIBRA,USA,WA,Seattle,Bellevue,E-Commerce & Retail, E-Commerce ,2012-01-01,200000.0,2.0,2013-05-08,2014-10-30,operating,,,,,,200000.0,,,,,,,,,,,,,,,
Ziios,USA,CA,Sacramento,El Dorado Hills,Software & SaaS, Software ,2007-01-01,952988.0,1.0,2009-07-08,2009-07-08,operating,,952988.0,,,,,,,,,,,,,,,,,,,
ZikBit,,,,,Hardware & Semiconductors, Semiconductors ,2008-02-01,8000000.0,1.0,2008-12-15,2008-12-15,operating,,8000000.0,,,,,,,,,,,,,,,,,,,
Ziklag Systems,USA,DC,"Washington, D.C.",Washington,Mobile, Mobile Commerce ,2012-06-01,1000000.0,1.0,2012-06-01,2012-06-01,operating,1000000.0,,,,,,,,,,,,,,,,,,,,
Zila Networks,USA,FL,Miami,Miami,Mobile, Mobile ,2009-07-28,1000000.0,1.0,2009-07-28,2009-07-28,closed,1000000.0,,,,,,,,,,,,,,,,,,,,
Zilico,GBR,,Sheffield,Sheffield,Biotechnology, Biotechnology ,,1546558.0,1.0,2012-06-21,2012-06-21,operating,,1546558.0,,,,,,,,,,,,,,,,,,,
Ziliko,CAN,QC,Montreal,Montréal,E-Commerce & Retail, E-Commerce ,2009-01-01,907099.0,4.0,2009-05-01,2011-06-01,closed,,,,,,,907099.0,,,,,,,,,,,,,,
Zilker Labs,USA,TX,Austin,Austin,Hardware & Semiconductors, Semiconductors ,2003-01-01,54000000.0,3.0,2005-04-12,2007-10-02,closed,,27000000.0,,,,,,,,,,,,,9000000.0,8000000.0,10000000.0,,,,
Zilliant,USA,TX,Austin,Austin,Other, Optimization ,1999-01-01,45100000.0,3.0,2005-01-18,2010-07-19,operating,,29100000.0,,,,,,,,,,,,,,,12000000.0,,4000000.0,,
ZillionTV,USA,CA,SF Bay Area,Sunnyvale,Entertainment & Media, Games ,,26999998.0,3.0,2008-02-05,2010-02-24,closed,,22899998.0,,,,,,,,,,,,4100000.0,,,,,,,
ZilloPay,USA,TX,Austin,Austin,Real Estate, Real Estate ,2007-08-01,25000.0,1.0,2007-12-01,2007-12-01,closed,25000.0,,,,,,,,,,,,,,,,,,,,
Zillow,USA,WA,Seattle,Seattle,Software & SaaS, Business Services ,2005-01-01,183627980.0,5.0,2005-10-01,2012-12-12,operating,,92499980.0,,,,,,,,4128000.0,,,,32000000.0,25000000.0,30000000.0,,,,,
Zilyo,CAN,QC,Montreal,Montréal,E-Commerce & Retail, Vacation Rentals ,2013-04-01,200000.0,1.0,2013-11-01,2013-11-01,operating,200000.0,,,,,,,,,,,,,,,,,,,,
